House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,Parking,House_Age,Location,Furnishing,Main_Road,Air_Conditioning,Basement,Garden,Price
3083,1003,1,3,1,1,9,Lake View,Semi-Furnished,Yes,Yes,No,Yes,8303282
3084,626,3,4,3,2,22,Green Park,Furnished,No,Yes,Yes,No,6824523
3085,2261,3,3,2,3,1,Uptown,Furnished,No,Yes,No,No,15453674
3086,1055,2,3,3,1,17,Riverside,Furnished,No,Yes,No,No,8519174
3087,2767,1,2,2,3,11,Downtown,Semi-Furnished,Yes,No,Yes,Yes,17472409
3088,3727,6,6,1,2,23,City Center,Unfurnished,Yes,No,Yes,Yes,24328726
3089,3264,1,2,3,1,28,Lake View,Semi-Furnished,No,Yes,No,No,19324056
3090,2179,3,5,3,2,29,City Center,Furnished,No,Yes,No,No,15171296
3091,3319,4,5,2,0,18,Green Park,Semi-Furnished,Yes,Yes,No,No,20970841
3092,1202,6,6,1,3,3,East Side,Unfurnished,Yes,No,Yes,Yes,10708659
3093,3293,4,6,1,0,17,Lake View,Unfurnished,Yes,Yes,Yes,Yes,21354784
3094,4034,1,3,3,0,18,Green Park,Unfurnished,Yes,Yes,No,Yes,23154168
3095,4173,2,2,2,3,21,Uptown,Unfurnished,Yes,No,No,No,24306395
3096,4086,4,4,1,2,21,East Side,Semi-Furnished,Yes,No,Yes,Yes,24179490
3097,2906,3,4,3,3,9,Lake View,Furnished,No,No,Yes,No,19652710
3098,2082,4,6,3,0,18,Uptown,Furnished,Yes,No,Yes,Yes,15358690
3099,2243,2,4,3,3,25,Green Park,Unfurnished,Yes,No,Yes,Yes,14813682
3100,2061,1,2,2,2,28,West End,Semi-Furnished,No,Yes,No,Yes,13020961
3101,1135,6,6,2,3,8,West End,Semi-Furnished,No,No,No,Yes,10189974
3102,4136,5,6,3,2,20,West End,Semi-Furnished,Yes,Yes,No,No,25800970
3103,2970,5,6,1,1,11,Uptown,Furnished,Yes,Yes,Yes,No,20182519
3104,2344,6,6,1,1,12,Hill View,Furnished,Yes,No,Yes,Yes,16880312
3105,1578,6,6,1,0,7,West End,Semi-Furnished,Yes,Yes,No,No,12485732
3106,1143,5,6,3,3,11,Riverside,Furnished,No,No,Yes,No,10808641
3107,1303,1,1,3,2,24,West End,Semi-Furnished,No,No,Yes,Yes,8638946
3108,2887,2,3,3,1,9,City Center,Furnished,No,Yes,Yes,Yes,18964521
3109,2971,2,2,2,3,16,Lake View,Semi-Furnished,Yes,Yes,No,No,18772865
3110,4026,6,6,1,2,10,Hill View,Unfurnished,No,No,Yes,No,24830460
3111,1434,1,1,3,2,6,Green Park,Unfurnished,No,Yes,No,Yes,10046133
3112,4388,6,6,1,2,15,City Center,Furnished,Yes,No,Yes,Yes,28406564
3113,1712,5,5,3,1,12,East Side,Unfurnished,No,No,No,No,11931910
3114,4212,5,6,1,1,18,Suburban,Semi-Furnished,No,No,Yes,No,25338676
3115,667,4,6,2,1,24,East Side,Unfurnished,No,No,Yes,Yes,6978075
3116,876,1,2,1,3,24,East Side,Semi-Furnished,No,Yes,No,No,6736130
3117,1215,1,1,1,0,16,West End,Unfurnished,No,Yes,Yes,Yes,8459707
3118,4071,6,6,1,2,14,City Center,Furnished,No,Yes,Yes,Yes,26617935
3119,3535,4,4,1,2,14,City Center,Semi-Furnished,Yes,Yes,No,No,22820493
3120,1260,4,4,2,2,29,City Center,Semi-Furnished,No,Yes,Yes,Yes,10479436
3121,4001,2,3,3,2,25,Lake View,Unfurnished,Yes,Yes,Yes,No,23669358
3122,2607,1,2,1,2,7,Green Park,Semi-Furnished,No,Yes,No,No,16185626
3123,3406,1,3,3,0,13,Downtown,Furnished,Yes,Yes,No,No,21090819
3124,2202,2,3,1,0,8,Suburban,Unfurnished,Yes,Yes,Yes,Yes,13851603
3125,3193,1,2,2,3,2,Lake View,Unfurnished,Yes,No,No,No,19684334
3126,3999,1,3,3,2,8,Suburban,Furnished,Yes,Yes,No,No,23707927
3127,3593,1,1,3,2,30,East Side,Furnished,No,No,No,Yes,20774181
3128,3249,5,5,3,2,23,Hill View,Unfurnished,Yes,Yes,No,Yes,21144360
3129,3889,3,5,1,1,2,East Side,Furnished,Yes,No,Yes,No,23905048
3130,1062,3,3,2,0,24,Suburban,Furnished,No,No,Yes,Yes,8248730
3131,4100,2,3,2,1,0,Suburban,Furnished,Yes,Yes,No,No,24085045
3132,1223,1,3,3,2,22,Green Park,Semi-Furnished,No,No,No,No,8963772
3133,903,6,6,1,3,5,East Side,Furnished,Yes,No,No,No,9361740
3134,4497,1,2,2,2,22,East Side,Furnished,No,Yes,Yes,Yes,26235336
3135,3281,1,1,1,1,1,West End,Semi-Furnished,Yes,Yes,Yes,No,19435400
3136,3994,5,5,1,2,5,West End,Semi-Furnished,Yes,Yes,Yes,No,24872501
3137,1313,4,5,1,1,24,Uptown,Furnished,Yes,No,Yes,No,10552245
3138,1590,5,6,2,0,26,Hill View,Semi-Furnished,No,Yes,No,Yes,12419151
3139,4363,6,6,3,3,20,Lake View,Unfurnished,No,No,No,Yes,27452867
3140,3470,4,5,1,0,1,Hill View,Unfurnished,No,Yes,No,Yes,21167458
3141,1587,2,4,1,2,27,Suburban,Furnished,No,Yes,No,No,10680651
3142,2011,3,3,2,2,9,Suburban,Semi-Furnished,Yes,Yes,No,No,13844207
3143,3565,6,6,1,2,22,Uptown,Furnished,Yes,Yes,Yes,No,23831586
3144,1385,6,6,1,3,17,Lake View,Unfurnished,Yes,No,Yes,No,11535420
3145,3265,2,3,2,1,2,West End,Unfurnished,No,Yes,Yes,Yes,20152707
3146,2346,6,6,3,1,21,Suburban,Unfurnished,Yes,No,Yes,No,16272657
3147,2515,6,6,2,0,26,Hill View,Unfurnished,Yes,No,No,No,16236427
3148,3562,5,6,2,2,21,East Side,Unfurnished,No,Yes,No,No,21990640
3149,2666,4,6,2,1,24,Suburban,Furnished,Yes,No,No,Yes,17731761
3150,3799,3,5,2,2,8,Uptown,Furnished,No,No,No,Yes,23636472
3151,3946,2,4,1,2,19,Suburban,Semi-Furnished,No,Yes,No,Yes,23488680
3152,3421,3,3,3,0,0,East Side,Semi-Furnished,No,No,No,Yes,21044392
3153,1543,4,4,2,2,23,East Side,Furnished,No,Yes,No,Yes,11714698
3154,1572,4,4,1,1,8,Uptown,Semi-Furnished,No,No,Yes,Yes,12301785
3155,1306,2,4,3,0,4,West End,Furnished,No,Yes,Yes,No,10151330
3156,3363,4,6,3,2,28,Uptown,Furnished,Yes,Yes,No,No,22163183
3157,2333,2,3,1,0,2,Green Park,Unfurnished,Yes,Yes,Yes,Yes,15296629
3158,2663,4,4,1,0,26,Lake View,Unfurnished,No,No,Yes,Yes,16995885
3159,3934,5,5,3,0,7,Lake View,Semi-Furnished,No,Yes,Yes,Yes,25056054
3160,877,5,5,2,0,22,Green Park,Furnished,Yes,No,Yes,Yes,8927348
3161,1672,4,4,2,3,17,Hill View,Unfurnished,Yes,Yes,Yes,No,12443856
3162,3084,5,6,1,1,21,Uptown,Furnished,No,Yes,No,No,20317039
3163,1472,6,6,2,2,4,Suburban,Furnished,No,No,Yes,Yes,11934221
3164,1805,4,4,1,0,20,Green Park,Furnished,Yes,Yes,Yes,No,13180184
3165,1967,6,6,3,2,4,Downtown,Unfurnished,No,Yes,Yes,Yes,15882185
3166,2063,4,6,2,1,21,Suburban,Semi-Furnished,No,Yes,No,No,14224562
3167,2334,4,6,2,2,27,Suburban,Furnished,No,No,Yes,Yes,15704233
3168,3084,5,5,3,1,19,Hill View,Unfurnished,Yes,Yes,No,No,19580545
3169,759,3,4,1,2,10,City Center,Unfurnished,No,Yes,No,Yes,7530977
3170,1064,5,6,3,0,15,East Side,Unfurnished,No,No,Yes,Yes,9389605
3171,3195,1,2,2,2,16,City Center,Unfurnished,Yes,Yes,No,Yes,19849816
3172,2202,6,6,1,2,28,Green Park,Semi-Furnished,Yes,Yes,Yes,No,15541492
3173,3361,5,6,2,0,30,Lake View,Furnished,No,No,No,Yes,21604286
3174,823,6,6,3,0,24,City Center,Furnished,No,No,Yes,Yes,9737744
3175,4267,3,4,3,2,23,City Center,Furnished,No,No,No,Yes,26306443
3176,3708,5,6,3,3,14,Hill View,Unfurnished,Yes,Yes,Yes,Yes,24145826
3177,758,4,4,3,0,29,Green Park,Furnished,No,No,Yes,Yes,7411829
3178,1808,4,4,3,3,11,Hill View,Unfurnished,Yes,No,Yes,Yes,13411370
3179,1872,5,6,2,3,2,West End,Semi-Furnished,No,No,Yes,No,13650607
3180,3752,3,4,2,0,22,Green Park,Unfurnished,No,No,Yes,Yes,21970832
3181,1081,5,6,2,0,7,Riverside,Furnished,No,No,Yes,No,10136854
3182,1803,2,2,2,1,4,Green Park,Semi-Furnished,No,No,No,Yes,12535026
3183,1475,6,6,2,1,16,Suburban,Semi-Furnished,No,Yes,No,No,11843474
3184,1258,3,4,1,2,27,West End,Furnished,Yes,Yes,Yes,Yes,10142111
3185,2344,3,3,1,1,2,Green Park,Semi-Furnished,No,No,Yes,Yes,15256917
3186,2499,3,5,1,3,1,Downtown,Furnished,No,Yes,No,No,17474219
3187,3585,2,3,2,3,9,Downtown,Unfurnished,No,Yes,No,Yes,22160513
3188,974,6,6,1,1,3,Suburban,Semi-Furnished,No,Yes,Yes,Yes,9701423
3189,4024,1,3,1,0,12,Downtown,Semi-Furnished,Yes,Yes,No,Yes,23874120
3190,3811,1,2,1,1,2,Green Park,Semi-Furnished,Yes,No,No,Yes,22735810
3191,3688,3,3,3,2,21,Uptown,Semi-Furnished,No,Yes,Yes,No,22473546
3192,3407,3,5,3,2,8,Uptown,Semi-Furnished,Yes,No,No,No,21382238
3193,2396,3,5,1,3,16,Uptown,Unfurnished,No,Yes,Yes,No,16282971
3194,2977,6,6,1,1,25,Riverside,Furnished,Yes,No,No,Yes,19635108
3195,2693,1,3,1,2,28,Uptown,Unfurnished,Yes,No,Yes,No,16201109
3196,786,4,6,3,0,18,Hill View,Furnished,No,No,No,Yes,8028724
3197,1340,3,5,3,3,15,Hill View,Semi-Furnished,No,No,No,No,10255393
3198,3853,5,5,1,2,13,Green Park,Furnished,Yes,No,Yes,No,24527505
3199,2779,5,5,2,2,17,Lake View,Furnished,No,No,No,Yes,19185773
3200,2494,5,5,3,2,28,Green Park,Unfurnished,No,Yes,Yes,Yes,16661974
3201,690,3,3,2,1,27,City Center,Semi-Furnished,No,Yes,No,Yes,6819077
3202,3695,4,4,3,1,4,Green Park,Semi-Furnished,Yes,No,Yes,No,22834685
3203,2076,6,6,3,3,9,Riverside,Furnished,No,Yes,Yes,Yes,16012990
3204,840,6,6,3,2,7,East Side,Unfurnished,No,No,Yes,No,8575858
3205,2947,3,3,3,1,13,Suburban,Semi-Furnished,No,No,No,No,17851572
3206,3076,6,6,2,2,26,Hill View,Unfurnished,Yes,Yes,No,Yes,20488096
3207,1047,4,6,2,1,14,Suburban,Unfurnished,Yes,Yes,Yes,No,8557218
3208,1261,2,4,1,3,27,Uptown,Semi-Furnished,No,Yes,No,No,9514969
3209,3510,1,3,2,0,8,Lake View,Semi-Furnished,No,Yes,Yes,Yes,21797266
3210,2147,2,4,1,0,30,Downtown,Semi-Furnished,Yes,Yes,Yes,Yes,14384100
3211,2553,6,6,3,2,18,City Center,Furnished,Yes,No,No,No,18576509
3212,3854,3,3,1,1,10,Green Park,Furnished,Yes,No,Yes,Yes,23941005
3213,2404,5,5,3,3,24,East Side,Furnished,Yes,No,Yes,Yes,16341298
3214,1165,4,4,2,3,24,Uptown,Furnished,No,Yes,No,No,10302902
3215,3329,4,5,1,3,2,City Center,Semi-Furnished,No,Yes,Yes,Yes,22118194
3216,1343,1,3,3,1,2,West End,Semi-Furnished,Yes,Yes,No,Yes,9987046
3217,3150,2,2,2,3,27,Riverside,Furnished,Yes,No,Yes,No,18833794
3218,3639,3,5,2,0,28,Uptown,Unfurnished,No,No,Yes,Yes,22070786
3219,2828,6,6,1,0,15,Uptown,Furnished,Yes,No,Yes,Yes,19955360
3220,1096,5,6,2,2,5,Riverside,Unfurnished,No,No,Yes,Yes,9535172
3221,1458,1,2,3,3,30,City Center,Furnished,No,No,No,Yes,10538904
3222,1285,2,2,3,0,25,Lake View,Furnished,No,Yes,No,No,9514359
3223,1293,6,6,1,1,29,Downtown,Furnished,No,No,No,No,11532323
3224,3469,4,5,2,2,30,Downtown,Unfurnished,No,Yes,No,No,21513987
3225,1815,5,6,1,1,12,Lake View,Unfurnished,No,No,Yes,No,13328627
3226,2654,4,5,1,0,9,Uptown,Furnished,No,Yes,No,No,17557018
3227,3393,6,6,2,1,3,Hill View,Semi-Furnished,No,Yes,No,Yes,22501476
3228,4303,3,3,2,3,14,Green Park,Furnished,No,No,No,No,25791808
3229,1708,5,5,1,0,12,Lake View,Semi-Furnished,Yes,No,No,Yes,13214086
3230,2433,5,5,3,3,17,East Side,Semi-Furnished,Yes,No,No,Yes,16201600
3231,1255,3,5,1,0,13,Green Park,Semi-Furnished,Yes,No,Yes,No,10015132
3232,659,3,4,1,2,1,Hill View,Unfurnished,Yes,No,No,Yes,6662484
3233,4032,4,5,2,1,13,East Side,Furnished,Yes,Yes,Yes,No,24760863
3234,2002,4,4,1,2,12,Hill View,Furnished,Yes,Yes,Yes,Yes,14222568
3235,2863,3,4,3,2,25,East Side,Furnished,No,Yes,Yes,No,18118051
3236,1994,4,5,1,0,18,West End,Unfurnished,Yes,No,No,Yes,13241847
3237,3276,5,5,3,1,0,Riverside,Semi-Furnished,Yes,Yes,No,No,21571216
3238,1374,2,4,3,2,13,West End,Semi-Furnished,No,No,Yes,No,9696423
3239,2345,1,1,2,2,30,Lake View,Furnished,No,Yes,Yes,No,14766911
3240,808,3,5,3,0,23,Hill View,Semi-Furnished,No,Yes,No,No,7134053
3241,3304,6,6,2,1,16,Hill View,Semi-Furnished,Yes,Yes,No,No,21895058
3242,2606,3,3,3,2,8,City Center,Unfurnished,No,No,Yes,Yes,17171779
3243,3714,5,6,2,2,2,Green Park,Furnished,No,No,Yes,Yes,24019670
3244,1045,6,6,3,3,5,Lake View,Furnished,No,Yes,Yes,Yes,11076976
3245,1439,6,6,3,1,3,City Center,Unfurnished,Yes,Yes,No,Yes,12480701
3246,4127,2,4,3,0,9,Green Park,Unfurnished,No,No,No,No,24184838
3247,891,3,5,2,0,23,Hill View,Unfurnished,No,No,Yes,No,7320183
3248,2310,5,6,1,0,28,Suburban,Semi-Furnished,No,No,No,No,15173427
3249,4370,6,6,2,2,26,Hill View,Unfurnished,No,No,No,No,26460006
3250,2214,1,3,2,1,0,West End,Unfurnished,No,Yes,No,No,13728339
3251,4206,3,3,1,3,11,Downtown,Semi-Furnished,No,Yes,No,Yes,25943954
3252,2076,3,5,2,1,5,Downtown,Semi-Furnished,Yes,No,Yes,No,15302025
3253,1297,5,6,2,1,20,West End,Semi-Furnished,No,Yes,Yes,No,10776618
3254,1172,3,4,2,1,18,Downtown,Furnished,Yes,Yes,No,Yes,10128711
3255,1394,1,3,3,1,18,Riverside,Furnished,Yes,Yes,Yes,Yes,10577801
3256,1676,6,6,2,2,8,West End,Unfurnished,No,No,No,No,12460778
3257,1146,6,6,2,1,18,Lake View,Furnished,No,Yes,No,Yes,11177284
3258,3092,4,5,2,3,22,West End,Furnished,No,Yes,No,Yes,20274149
3259,2654,4,6,1,1,10,City Center,Semi-Furnished,No,No,Yes,Yes,18409766
3260,3516,5,6,3,3,21,Green Park,Furnished,No,Yes,No,No,22563340
3261,3436,1,3,3,0,24,Lake View,Furnished,No,No,No,No,20826551
3262,3482,2,4,1,3,25,West End,Semi-Furnished,Yes,No,No,Yes,20825217
3263,3016,4,4,2,3,18,East Side,Furnished,Yes,Yes,Yes,No,19250022
3264,3085,1,3,3,2,27,Uptown,Furnished,Yes,No,Yes,Yes,19050853
3265,1108,3,5,1,0,20,Green Park,Semi-Furnished,No,Yes,No,No,8958932
3266,3420,2,2,1,0,12,City Center,Semi-Furnished,No,Yes,Yes,Yes,21439053
3267,2045,1,3,1,2,6,Uptown,Semi-Furnished,Yes,No,Yes,Yes,13635947
3268,659,2,2,3,3,10,City Center,Unfurnished,No,Yes,No,Yes,6501065
3269,1178,3,5,2,1,24,City Center,Furnished,No,No,No,Yes,10520483
3270,3654,5,5,3,1,30,Uptown,Unfurnished,Yes,No,Yes,Yes,22768670
3271,1705,1,2,1,0,0,East Side,Furnished,No,No,Yes,Yes,11223054
3272,3375,3,5,3,1,30,Uptown,Semi-Furnished,No,Yes,No,No,21031823
3273,2005,3,4,2,0,14,Uptown,Semi-Furnished,No,No,Yes,No,13700058
3274,1869,5,5,2,3,30,Suburban,Furnished,No,No,No,Yes,13344881
3275,4250,6,6,3,1,25,East Side,Unfurnished,Yes,No,Yes,No,26152184
3276,808,2,2,2,0,29,Suburban,Furnished,No,Yes,Yes,Yes,6817475
3277,1245,4,6,3,2,16,Uptown,Semi-Furnished,No,No,Yes,Yes,11175094
3278,4223,5,5,1,0,7,Hill View,Furnished,Yes,Yes,No,No,26382173
3279,1592,5,6,2,2,14,Suburban,Semi-Furnished,Yes,Yes,Yes,No,12712448
3280,1365,2,2,3,3,27,City Center,Unfurnished,Yes,Yes,Yes,No,10195642
3281,1376,4,5,1,3,8,Green Park,Semi-Furnished,Yes,Yes,No,Yes,11166366
3282,1203,2,4,3,0,20,Downtown,Semi-Furnished,Yes,Yes,No,No,10278271
3283,2648,2,3,1,3,16,Downtown,Unfurnished,No,No,No,Yes,16520716
3284,3064,2,2,3,2,6,Downtown,Furnished,Yes,Yes,Yes,No,19976790
3285,3197,2,3,3,3,20,Hill View,Semi-Furnished,No,No,No,No,19512719
3286,2292,1,2,1,2,30,Hill View,Unfurnished,Yes,Yes,No,No,13780015
3287,3212,2,2,1,2,26,Lake View,Semi-Furnished,No,No,Yes,No,19385498
3288,3666,4,6,1,2,3,Hill View,Semi-Furnished,No,Yes,No,Yes,23328874
3289,2100,1,3,2,3,18,Lake View,Semi-Furnished,No,No,No,No,13409219
3290,771,6,6,3,1,14,City Center,Furnished,Yes,No,No,No,9455591
3291,1172,1,1,3,1,5,Uptown,Semi-Furnished,Yes,No,No,No,8787671
3292,4359,5,6,2,1,14,Uptown,Furnished,No,No,No,Yes,27111077
3293,887,3,3,2,2,6,Downtown,Furnished,No,Yes,Yes,Yes,9304731
3294,1235,2,4,3,1,3,Downtown,Unfurnished,Yes,No,Yes,No,10421776
3295,1379,5,5,1,2,1,Suburban,Unfurnished,No,No,Yes,No,10209619
3296,2487,4,6,3,2,6,East Side,Furnished,No,Yes,No,No,17166844
3297,2475,6,6,1,0,30,Hill View,Unfurnished,Yes,No,No,No,16281875
3298,2206,4,6,2,1,13,Downtown,Unfurnished,No,Yes,No,Yes,16162618
3299,3644,3,5,1,2,10,East Side,Furnished,No,No,Yes,No,22142117
3300,2144,4,6,1,1,25,Uptown,Semi-Furnished,No,Yes,No,Yes,15351507
3301,4472,3,5,2,1,15,Downtown,Unfurnished,No,No,Yes,Yes,27399015
3302,3385,2,3,3,2,28,Lake View,Semi-Furnished,No,Yes,Yes,No,20712994
3303,4439,3,5,3,3,2,West End,Furnished,No,No,Yes,No,27401359
3304,3626,6,6,3,3,30,East Side,Furnished,No,No,No,Yes,23515733
3305,1606,6,6,3,2,2,West End,Semi-Furnished,No,No,Yes,Yes,13264831
3306,1827,3,3,3,1,22,Riverside,Furnished,Yes,Yes,Yes,No,13181842
3307,3635,2,3,2,3,18,Suburban,Furnished,Yes,No,No,Yes,22040320
3308,3098,5,5,1,1,5,Downtown,Furnished,No,Yes,Yes,No,20998742
3309,727,1,3,1,1,18,Suburban,Semi-Furnished,Yes,Yes,Yes,Yes,6090539
3310,3932,4,6,3,1,21,Suburban,Semi-Furnished,Yes,Yes,Yes,Yes,24486995
3311,786,2,2,1,3,15,Uptown,Furnished,Yes,Yes,No,Yes,7423980
3312,1000,6,6,2,2,12,East Side,Unfurnished,Yes,Yes,Yes,Yes,9802031
3313,2983,6,6,1,3,12,City Center,Furnished,Yes,No,No,Yes,20685271
3314,1495,5,6,1,2,29,Suburban,Semi-Furnished,No,No,No,No,11230865
3315,1072,1,2,3,0,28,West End,Semi-Furnished,Yes,Yes,No,Yes,7899331
3316,1363,1,2,1,0,19,Riverside,Unfurnished,Yes,Yes,No,Yes,8763002
3317,4029,2,2,1,3,21,Downtown,Furnished,No,Yes,Yes,No,24984594
3318,911,5,5,1,2,5,Hill View,Semi-Furnished,Yes,No,Yes,Yes,8699193
3319,961,2,2,1,3,14,East Side,Semi-Furnished,No,Yes,Yes,Yes,7730243
3320,2623,6,6,1,0,12,Hill View,Unfurnished,Yes,Yes,No,No,17951612
3321,2799,4,6,1,0,5,City Center,Furnished,No,Yes,No,No,19605439
3322,1293,4,5,1,0,5,Uptown,Furnished,No,Yes,No,No,10722454
3323,3224,1,2,3,0,11,Riverside,Furnished,No,Yes,Yes,No,19195602
3324,2432,3,4,1,2,16,City Center,Furnished,No,No,No,No,16093710
3325,1553,4,6,2,3,14,East Side,Semi-Furnished,Yes,Yes,Yes,Yes,12525605
3326,2441,4,5,3,2,26,Downtown,Semi-Furnished,Yes,No,No,Yes,16703501
3327,2637,2,3,1,3,20,East Side,Semi-Furnished,Yes,Yes,Yes,Yes,16335927
3328,4068,6,6,1,1,0,City Center,Furnished,Yes,Yes,Yes,Yes,26791635
3329,713,4,4,2,0,2,East Side,Unfurnished,Yes,No,Yes,Yes,6829160
3330,769,4,5,1,0,21,Hill View,Unfurnished,No,No,Yes,Yes,7154076
3331,800,6,6,2,2,30,Hill View,Unfurnished,No,No,Yes,Yes,7821471
3332,4262,3,3,2,0,9,Green Park,Unfurnished,Yes,Yes,Yes,Yes,25140734
3333,1008,3,4,3,3,15,Lake View,Semi-Furnished,No,No,Yes,No,8887124
3334,1697,5,6,3,0,3,Hill View,Furnished,Yes,Yes,No,No,13431708
3335,1956,1,2,2,0,4,Uptown,Unfurnished,Yes,Yes,No,No,12540375
3336,1850,4,6,1,3,14,Uptown,Semi-Furnished,Yes,Yes,Yes,No,14335010
3337,3008,6,6,1,2,16,East Side,Unfurnished,No,Yes,No,No,19116735
3338,2478,2,4,3,1,6,City Center,Unfurnished,No,Yes,Yes,No,16209070
3339,4262,5,5,3,3,21,Lake View,Furnished,No,No,No,No,26643915
3340,1154,6,6,1,1,10,Lake View,Unfurnished,No,Yes,Yes,Yes,10970739
3341,3602,5,6,3,3,12,Uptown,Furnished,No,Yes,No,Yes,23720473
3342,4109,3,3,2,1,1,Suburban,Semi-Furnished,No,Yes,Yes,No,24160771
3343,1077,3,5,1,0,11,Lake View,Unfurnished,Yes,No,No,Yes,9058190
3344,1467,4,4,3,3,5,Riverside,Furnished,No,No,Yes,No,11557741
3345,1690,3,4,3,0,23,Green Park,Furnished,No,No,Yes,Yes,12015260
3346,1031,4,5,2,2,9,East Side,Semi-Furnished,No,No,Yes,Yes,9261665
3347,2870,5,6,2,1,27,Green Park,Semi-Furnished,Yes,Yes,No,Yes,18867261
3348,3156,1,1,2,2,24,Hill View,Unfurnished,Yes,No,No,No,17815881
3349,3002,5,6,2,1,8,Hill View,Unfurnished,Yes,No,Yes,No,19499256
3350,3732,6,6,1,2,7,Downtown,Furnished,No,No,Yes,No,24726888
3351,4466,6,6,3,1,27,Green Park,Semi-Furnished,Yes,Yes,Yes,No,27885351
3352,3929,5,5,2,2,23,Riverside,Furnished,Yes,Yes,Yes,No,24740951
3353,1828,2,4,2,3,30,Uptown,Semi-Furnished,Yes,Yes,Yes,No,13188199
3354,2302,1,2,2,3,3,Downtown,Semi-Furnished,No,Yes,No,No,15623028
3355,1019,2,2,3,3,19,Downtown,Semi-Furnished,No,Yes,No,Yes,8825993
3356,2393,1,2,3,0,3,Suburban,Furnished,No,Yes,Yes,Yes,15024950
3357,2301,1,1,2,0,5,Hill View,Furnished,No,Yes,Yes,Yes,14606238
3358,846,5,6,1,2,23,East Side,Unfurnished,No,Yes,No,Yes,7949740
3359,3133,4,5,3,3,16,Green Park,Furnished,Yes,Yes,Yes,No,20552495
3360,1739,3,3,2,3,0,Hill View,Furnished,No,Yes,Yes,No,12643819
3361,3542,3,5,2,1,16,City Center,Unfurnished,No,No,No,No,22141812
3362,2389,2,3,3,1,18,Riverside,Furnished,No,No,No,No,15391502
3363,2521,6,6,3,1,12,Hill View,Semi-Furnished,Yes,No,No,Yes,17215521
3364,2111,5,5,3,2,23,West End,Furnished,No,Yes,No,Yes,15350679
3365,828,2,3,2,0,27,Uptown,Unfurnished,No,No,No,No,6851101
3366,661,5,6,1,2,9,Hill View,Semi-Furnished,Yes,No,No,Yes,7334939
3367,956,1,1,3,2,4,Lake View,Furnished,Yes,No,No,No,7878024
3368,2756,1,1,2,2,18,Green Park,Furnished,No,Yes,No,No,16898844
3369,1584,3,3,2,1,15,Hill View,Unfurnished,No,Yes,No,No,11251723
3370,4395,3,4,2,1,15,Green Park,Unfurnished,No,Yes,No,Yes,25762743
3371,1298,3,5,3,2,13,Hill View,Unfurnished,Yes,Yes,No,No,9933750
3372,4090,2,3,3,1,19,Green Park,Unfurnished,No,No,Yes,Yes,24200492
3373,2227,4,5,3,0,4,Downtown,Furnished,No,No,Yes,No,15949366
3374,841,5,6,1,2,18,Suburban,Furnished,No,Yes,No,No,8421805
3375,4241,3,3,3,2,2,Riverside,Unfurnished,No,No,Yes,No,24796046
3376,3119,3,4,1,2,4,Lake View,Unfurnished,Yes,Yes,No,Yes,20152750
3377,2050,2,2,2,1,6,Green Park,Semi-Furnished,Yes,Yes,No,No,13390029
3378,2438,2,4,1,3,28,City Center,Unfurnished,Yes,Yes,Yes,No,15720984
3379,3515,5,5,2,0,25,Lake View,Furnished,Yes,Yes,Yes,Yes,23227115
3380,3939,3,4,2,0,16,Green Park,Furnished,No,No,Yes,Yes,24344668
3381,665,6,6,1,0,7,Hill View,Unfurnished,Yes,Yes,Yes,Yes,8020543
3382,1584,4,5,3,3,15,Hill View,Semi-Furnished,No,Yes,No,No,12225097
3383,2146,3,4,2,2,10,East Side,Furnished,Yes,No,Yes,No,14928809
3384,1624,2,3,3,0,3,Downtown,Furnished,No,Yes,No,No,12256202
3385,1562,1,3,3,1,6,Riverside,Furnished,Yes,Yes,No,Yes,11280849
3386,3282,5,6,2,0,14,Downtown,Furnished,No,No,Yes,No,21709747
3387,3877,4,4,2,3,9,Suburban,Semi-Furnished,Yes,No,No,No,23486606
3388,1243,1,2,2,1,23,Green Park,Unfurnished,Yes,No,No,Yes,8096780
3389,1313,5,6,1,3,18,City Center,Semi-Furnished,Yes,No,Yes,Yes,11418942
3390,1537,6,6,3,1,14,Hill View,Furnished,Yes,No,Yes,No,12906902
3391,3739,5,6,1,2,26,East Side,Semi-Furnished,Yes,No,No,Yes,23390330
3392,3495,6,6,2,2,26,Lake View,Unfurnished,No,No,No,No,22243043
3393,1191,2,4,1,0,8,Suburban,Semi-Furnished,Yes,No,Yes,No,8888785
3394,2805,3,4,2,3,28,Downtown,Furnished,No,No,No,Yes,18343003
3395,4258,6,6,2,3,30,Downtown,Unfurnished,Yes,No,No,Yes,27137228
3396,3228,3,3,3,1,29,West End,Unfurnished,Yes,Yes,No,Yes,19487440
3397,2580,6,6,3,3,7,Green Park,Unfurnished,No,Yes,Yes,Yes,18313696
3398,1000,2,4,2,0,23,Hill View,Unfurnished,Yes,Yes,No,No,7663054
3399,2571,3,3,2,2,9,Uptown,Unfurnished,Yes,Yes,No,No,16987850
3400,4282,5,6,1,2,21,Downtown,Semi-Furnished,No,Yes,No,No,27247193
3401,2517,1,3,2,2,26,Lake View,Unfurnished,No,Yes,No,No,15867264
3402,2984,3,3,3,1,13,Riverside,Semi-Furnished,No,No,Yes,No,18699098
3403,4215,3,4,1,3,3,Suburban,Furnished,Yes,No,No,Yes,25170467
